step,sigma_i,baseline_v_fwd_LL,baseline_v_rev_LL,baseline_gap_LL,baseline_gap_LL_std,baseline_v_fwd_LH,baseline_v_rev_LH,baseline_gap_LH,baseline_gap_LH_std,baseline_v_fwd_HL,baseline_v_rev_HL,baseline_gap_HL,baseline_gap_HL_std,baseline_v_fwd_HH,baseline_v_rev_HH,baseline_gap_HH,baseline_gap_HH_std
10,0.5833333134651184,382.71006965637207,368.1941204071045,-14.515949249267578,14.65332640184063,252.9974775314331,250.61516761779785,-2.382309913635254,1.0149366010069745,253.677583694458,251.045334815979,-2.632248878479004,1.141682209560089,252.78409576416016,251.56239414215088,-1.2217016220092773,1.2166472994071331
11,0.5416666269302368,383.2043056488037,367.9308090209961,-15.273496627807617,15.002582871196381,251.80685710906982,248.8877353668213,-2.919121742248535,1.63753287439401,252.74491596221924,249.41240406036377,-3.3325119018554688,1.259373903085483,251.02946281433105,249.78839302062988,-1.2410697937011719,1.5491449309773655
12,0.5,383.682825088501,367.85423469543457,-15.828590393066406,15.176038067830834,252.1230640411377,248.8398847579956,-3.28317928314209,1.350953905036122,253.22421550750732,249.3896312713623,-3.8345842361450195,1.4006437901019348,251.74497318267822,250.03883171081543,-1.706141471862793,1.4137417060606159
13,0.4583333432674408,383.5997886657715,367.3382205963135,-16.261568069458008,15.081185610317,251.39872932434082,247.50189304351807,-3.896836280822754,1.8934957742200267,252.03674411773682,248.0180540084839,-4.01869010925293,1.3070915956354185,250.99055099487305,248.72118759155273,-2.2693634033203125,1.5833568880869873
14,0.4166666865348816,383.3502197265625,366.43457412719727,-16.915645599365234,15.274218153591491,251.75579166412354,246.90252494812012,-4.853266716003418,1.5885992233484036,252.49232482910156,247.50603103637695,-4.986293792724609,1.6937371336955689,251.29428482055664,248.41436862945557,-2.879916191101074,1.7764686358964266
15,0.375,383.6337070465088,365.9427242279053,-17.690982818603516,15.59099828256772,251.13934516906738,245.70265102386475,-5.436694145202637,1.801524986069385,252.59814071655273,246.33595752716064,-6.26218318939209,1.736622019480716,250.50809574127197,247.32618713378906,-3.18190860748291,1.8375322201357236
16,0.3333333432674408,383.13754081726074,364.76526260375977,-18.372278213500977,15.515724206677845,250.0755844116211,243.70575428009033,-6.369830131530762,1.7237797319513595,251.47097873687744,244.39999389648438,-7.070984840393066,1.617510455005899,249.85730457305908,245.60976123809814,-4.2475433349609375,1.7591758899805496
17,0.2916666865348816,382.606990814209,363.0515556335449,-19.555435180664062,15.656638115157673,249.87072658538818,241.87306308746338,-7.997663497924805,2.10241692200245,251.06680583953857,242.73362636566162,-8.333179473876953,2.1370006579167526,249.70924758911133,244.15221118927002,-5.557036399841309,1.9650009308297955
18,0.25,381.38591957092285,360.76677894592285,-20.619140625,15.684049529388608,247.81425952911377,238.60654830932617,-9.207711219787598,2.164513654619366,249.25977230072021,239.55352020263672,-9.706252098083496,1.9969492432164064,248.13405227661133,241.3570203781128,-6.777031898498535,2.2632380824963114
19,0.2083333432674408,379.8773593902588,357.75408935546875,-22.12327003479004,16.238996582168927,246.64892196655273,235.0010986328125,-11.647823333740234,3.0730456740857877,248.08375549316406,236.14177989959717,-11.941975593566895,2.5141818236125544,247.3345603942871,238.51371955871582,-8.820840835571289,3.0206589033634863
20,0.1666666716337204,377.5757541656494,353.8405342102051,-23.735219955444336,16.647688005297486,242.86500453948975,228.61285781860352,-14.25214672088623,3.6263003253550252,244.78569984436035,229.89216899871826,-14.89353084564209,3.154040047049245,243.6962080001831,232.59317779541016,-11.10303020477295,3.2343404742941346
21,0.125,373.8776550292969,347.4057807922363,-26.471874237060547,17.801130825630892,237.79651260375977,219.38148307800293,-18.415029525756836,4.6915601381570875,240.12838554382324,221.0547800064087,-19.07360553741455,4.854019429017726,239.5304718017578,224.38411808013916,-15.146353721618652,4.641891262167536
22,0.0833333358168602,367.25100898742676,337.8032703399658,-29.447738647460938,19.411011823932963,228.48273277282715,202.9997215270996,-25.48301124572754,7.8948767550831995,231.14653491973877,205.00642490386963,-26.14011001586914,7.295054966524251,230.72446537017822,208.75328636169434,-21.971179008483887,6.897590866161646
23,0.0416666679084301,352.6695556640625,320.5063943862915,-32.163161277770996,21.617669821205734,203.91324615478516,167.20648002624512,-36.70676612854004,13.601907403069237,206.8993043899536,169.4031744003296,-37.49612998962402,12.995049593291874,206.4863405227661,172.5293369293213,-33.957003593444824,12.500629065404961
